Date,Open,High,Low,Close,Adj Close,Volume,Return,MA20,MA50,MA200,Volatility,RSI,MACD,MACD_Signal,Liquidity,Trend_Break,Reversal,Latest_News_Sentiment,News_Summary
2020-10-15,267.6000061035156,269.0400085449219,263.6700134277344,266.7200012207031,264.8697509765625,15416100,-0.018762438253606906,260.7975028991699,268.35640228271484,223.61510078430175,0.3062917567473286,51.371029615524705,1.3652050792180148,-0.1785349363503459,4111782210.8184814,1,0,0.0,         
2020-10-16,267.3800048828125,271.3699951171875,265.29998779296875,265.92999267578125,264.08526611328125,16622700,-0.0029619396419700017,261.46750259399414,268.36940216064454,223.89585075378417,0.3040436007434758,50.691981016574545,1.216541694168427,0.1004803897534087,4420474489.251709,0,0,0.0,         
2020-10-19,265.5299987792969,268.54998779296875,259.8800048828125,261.3999938964844,259.58673095703125,13587000,-0.017034553845228673,262.13000259399416,268.2286019897461,224.15950073242186,0.30377362559907145,46.86641825872367,0.7248363850925443,0.22535158882123585,3551641717.071533,0,0,0.0,         
2020-10-20,263.05999755859375,269.70001220703125,262.8800048828125,267.55999755859375,265.7039489746094,18763200,0.023565431545299775,262.7705024719238,268.31980194091796,224.43430068969727,0.30079699391230647,52.15413351261736,0.8227332426504859,0.34482791958708586,5020281746.191406,0,0,0.0,         
2020-10-21,279.55999755859375,283.04998779296875,276.3699951171875,278.7300109863281,276.7965393066406,28998600,0.041747695954766906,264.25600280761716,268.7718020629883,224.76265075683594,0.3157109349838962,59.93940513681949,1.781112384628841,0.632084812595437,8082780096.588135,0,0,0.0,         
2020-10-22,279.8699951171875,282.45001220703125,275.0400085449219,278.1199951171875,276.1907043457031,16720000,-0.0021885546769147,265.68550262451174,269.13640167236326,225.07715072631837,0.3167419298433267,59.371236106388835,2.4630194221489887,0.9982717345061474,4650166318.359375,0,0,0.0,         
2020-10-23,278.79998779296875,285.239990234375,276.82000732421875,284.7900085449219,282.81451416015625,17535200,0.0239825023185547,267.1840026855469,269.6062020874023,225.4096007537842,0.3187044957643625,63.45079597546792,3.5012893184624545,1.498875251297409,4993849757.836914,0,0,0.0,         
2020-10-26,283.1600036621094,285.2300109863281,274.260009765625,277.1099853515625,275.187744140625,21322900,-0.026967319649305543,268.19850158691406,269.9236019897461,225.70485069274903,0.3390007123014474,56.42534177898111,3.6621964831298897,1.931539497663905,5908788506.652832,0,0,0.0,         
2020-10-27,278.760009765625,284.510009765625,276.30999755859375,283.2900085449219,281.32489013671875,16287200,0.022301697954041355,269.27350158691405,270.36620208740237,226.0117507171631,0.3409257763977637,60.240323256151946,4.239522220352399,2.393136042201604,4614001027.172852,0,0,0.0,         
2020-10-28,278.7900085449219,278.7900085449219,267.260009765625,267.6700134277344,265.8132019042969,23121800,-0.055137825712305744,269.56200256347654,270.4728024291992,226.2548007965088,0.4008138165737124,48.64738729113872,3.3974898145789894,2.5940067966770815,6189012516.473389,1,0,0.0,         
2020-10-29,276.54998779296875,283.6000061035156,273.7799987792969,280.8299865722656,278.88189697265625,32368100,0.04916491382806387,270.2720016479492,270.83760223388674,226.5532007598877,0.43196458672503707,56.281075319591835,3.7488584105928453,2.824977119460234,9089933088.369751,0,0,0.0,         
2020-10-30,274.5,276.70001220703125,259.1000061035156,263.1099853515625,261.2848205566406,47247800,-0.06309867915812206,270.43050079345704,270.7196017456055,226.7599006652832,0.48276846867054585,46.300587055822525,2.5678638125351654,2.7735544580752203,12431367965.893555,1,0,0.0,         
2020-11-02,264.6000061035156,270.4700012207031,257.3399963378906,261.3599853515625,259.5469665527344,27165700,-0.006651210890615489,270.26600036621096,270.6066012573242,226.95600059509277,0.4791449035385528,45.4435092531395,1.4737185996690414,2.5135872863939843,7100026954.064941,0,0,0.0,         
2020-11-03,263.1600036621094,270.04998779296875,260.8800048828125,265.29998779296875,263.4596252441406,17961900,0.01507500253379046,270.5979995727539,270.4848007202148,227.17530052185057,0.4743904816315395,47.78696013023715,0.9139899968841974,2.193667828492027,4765291850.738525,0,0,0.0,         
2020-11-04,281.0,288.94000244140625,278.6199951171875,287.3800048828125,285.3865051269531,35364400,0.0832266042434735,272.06100006103514,270.6160006713867,227.50560050964356,0.5551519926149971,58.53597143684489,2.2264092355231355,2.200216109898249,10163021444.677734,0,0,0.0,         
2020-11-05,291.8999938964844,297.3800048828125,288.95001220703125,294.67999267578125,292.6358642578125,23823600,0.02540186397430655,273.606999206543,270.4314004516602,227.8802005004883,0.5566412970269855,61.367675070891075,3.811620950300153,2.5224970779786298,7020338273.510742,0,0,0.0,         
