Date,Open,High,Low,Close,Adj Close,Volume,Return,MA20,MA50,MA200,Volatility,RSI,MACD,MACD_Signal,Liquidity,Trend_Break,Reversal,Latest_News_Sentiment,News_Summary
2020-10-15,217.10000610351562,220.36000061035156,216.00999450683594,219.66000366210938,210.2221221923828,22733100,-0.0054332923341753325,210.24600067138672,211.9908004760742,187.14995010375978,0.2895851284373398,58.20606341304537,2.706047429717785,1.0193538196286456,4993552829.251099,0,0,0.0,         
2020-10-16,220.14999389648438,222.2899932861328,219.32000732421875,219.66000366210938,210.2221221923828,26057900,0.0,211.20950088500976,212.0570004272461,187.44515014648437,0.28346105233162444,58.206063413045364,2.8626679115430704,1.3880166380115306,5723878409.42688,0,0,0.0,         
2020-10-19,220.4199981689453,222.3000030517578,213.72000122070312,214.22000122070312,205.015869140625,27625800,-0.02476555745566822,211.7935012817383,212.09180053710938,187.72315017700194,0.3009953355471413,51.41202216667161,2.518792961390375,1.6141719026872996,5917998909.7229,0,0,0.0,         
2020-10-20,215.8000030517578,217.3699951171875,213.08999633789062,214.64999389648438,205.4273681640625,22753500,0.002007248031607567,212.15500106811524,212.21980041503906,188.0012501525879,0.29047155079752823,51.890037269594174,2.254972482143444,1.7423320185785285,4884038636.123657,0,0,0.0,         
2020-10-21,213.1199951171875,216.9199981689453,213.1199951171875,214.8000030517578,205.57093811035156,22724900,0.0006988546915391858,212.8655014038086,212.44820037841797,188.2873501586914,0.2599566001700887,52.067205941521564,2.0345443756653196,1.8007744899958866,4881308589.350891,0,0,0.0,         
2020-10-22,213.92999267578125,216.05999755859375,211.6999969482422,214.88999938964844,205.65707397460938,22351500,0.0004189773585288048,213.45050125122071,212.5622003173828,188.5613501739502,0.2577404742026699,52.18098028380604,1.8458377963969212,1.8097871512760935,4803113821.357727,0,0,0.0,         
2020-10-23,215.02999877929688,216.27999877929688,213.16000366210938,216.22999572753906,206.9394989013672,18879600,0.006235731498425379,213.87100067138672,212.71280029296875,188.83205017089844,0.24731226388330238,53.93426734713788,1.7838498675551762,1.80459969453191,4082335827.3376465,0,0,0.0,         
2020-10-26,213.85000610351562,216.33999633789062,208.10000610351562,210.0800018310547,201.05374145507812,37111600,-0.028441909161547096,213.90300064086915,212.73640045166016,189.07575019836426,0.26876629894195,45.659766538763336,1.2243572493122201,1.688551205487972,7796404995.953369,1,0,0.0,         
2020-10-27,211.58999633789062,214.6699981689453,210.3300018310547,213.25,204.08753967285156,36700300,0.015089480870695171,214.20250091552734,212.79580047607422,189.32560020446778,0.27053934949519387,49.92431385968194,1.0249328895298788,1.5558275422963537,7826338975.0,0,0,0.0,         
2020-10-28,207.6699981689453,208.83999633789062,202.10000610351562,202.67999267578125,193.97164916992188,51195600,-0.04956627115694612,213.82000045776368,212.61960021972655,189.52835014343262,0.32060748076254453,38.948373781706344,0.01381711865701618,1.2474254575684862,10376323833.032227,1,0,0.0,         
2020-10-29,204.07000732421875,207.36000061035156,203.3699951171875,204.72000122070312,195.92405700683594,31432600,0.010065169817650377,213.43300018310546,212.52000030517578,189.73605018615723,0.32057743469820665,41.61623422629208,-0.6157893377727817,0.8747824985002326,6434881910.369873,0,0,0.0,         
2020-10-30,203.5,204.2899932861328,199.6199951171875,202.47000122070312,193.77072143554688,36953700,-0.01099062127092476,213.24700012207032,212.27780029296875,189.91755020141602,0.30562692610523534,39.562767140465645,-1.281540386681911,0.4435179214638039,7482015684.109497,0,0,0.0,         
2020-11-02,204.2899932861328,205.27999877929688,200.1199951171875,202.3300018310547,193.63674926757812,30842200,-0.0006914574445813226,212.84449996948243,212.06400024414063,190.0937001800537,0.29535815730923204,39.432388526812666,-1.7997038049537935,-0.005126423819715564,6240302382.473755,0,0,0.0,         
2020-11-03,203.88999938964844,208.1199951171875,203.1199951171875,206.42999267578125,197.56057739257812,27512000,0.02026387983799882,212.87049942016603,211.91880004882813,190.2933501434326,0.29582947855194114,45.13479454980126,-1.8580980532518367,-0.37572074970613983,5679301958.496094,0,0,0.0,         
2020-11-04,214.02000427246094,218.32000732421875,212.4199981689453,216.38999938964844,207.0926055908203,42311800,0.04824883528194657,213.1984992980957,211.91720001220702,190.54680015563966,0.33584404584282024,55.97782370892146,-1.0881431759888187,-0.5182052349626757,9155850376.174927,0,0,0.0,         
2020-11-05,222.0399932861328,224.1199951171875,221.14999389648438,223.2899932861328,213.69615173339844,36080100,0.03188684281134324,213.8339988708496,211.96,190.82965011596679,0.3525035816415726,61.63457844553638,0.07792518028713857,-0.3989791519127128,8056325286.7630005,0,0,0.0,         
2020-11-06,222.25999450683594,224.36000061035156,218.02999877929688,223.72000122070312,214.107666015625,25231900,0.0019257823794158746,214.22949905395507,211.90279998779297,191.12305015563965,0.3430812477791238,61.9626125267597,1.024926090323362,-0.11419810346549786,5644880698.800659,0,0,0.0,         
2020-11-09,224.44000244140625,228.1199951171875,217.8800048828125,218.38999938964844,209.00668334960938,44395000,-0.023824431440962468,214.0789993286133,211.69239990234374,191.4036001586914,0.3425840661586496,55.61505118860851,1.3300129696086458,0.17464411114933087,9695424022.903442,0,0,0.0,         
2020-11-10,214.5,216.5,209.72000122070312,211.00999450683594,201.9438018798828,44045100,-0.033792778531242185,213.4864990234375,211.40199981689454,191.63135009765625,0.36104797973788083,48.245397959892856,0.9651659701962956,0.33274848295872383,9293956309.05304,1,0,0.0,         
2020-11-11,212.38999938964844,218.0399932861328,212.1999969482422,216.5500030517578,207.2457733154297,29440800,0.026254721051814478,213.2709991455078,211.18759979248046,191.87390014648437,0.3740672037493054,53.253178283459434,1.1102561426710054,0.48825001490118014,6375405329.846191,0,0,0.0,         
2020-11-12,217.2100067138672,219.11000061035156,214.4600067138672,215.44000244140625,206.18341064453125,21593900,-0.005125839735436344,213.05999908447265,210.8633999633789,192.08720016479492,0.3740174176550767,52.16408432080165,1.1227312303348924,0.6151462579879226,4652189868.719482,0,0,0.0,         
2020-11-13,216.36000061035156,217.4199981689453,214.16000366210938,216.50999450683594,207.2074432373047,18621100,0.00496654313639211,212.902498626709,210.84759979248048,192.3186001586914,0.37455670979342254,53.158555318175395,1.2050659939196464,0.7331302051742674,4031654258.7112427,0,0,0.0,         
2020-11-16,214.8699951171875,217.74000549316406,214.52000427246094,217.22999572753906,207.89649963378906,24953300,0.0033254872244725675,213.0529983520508,210.90719970703125,192.53285011291504,0.3634856075073268,53.85375845683749,1.313276336340806,0.8491594314075752,5420605252.3880005,0,0,0.0,         
2020-11-17,216.10000610351562,217.67999267578125,214.0800018310547,214.4600067138672,205.2455596923828,24154100,-0.0127514112606536,213.04349899291992,211.1431997680664,192.70455017089844,0.36667627859372004,50.734073938108935,1.1621226224879422,0.9117520696236486,5180088448.167419,0,0,0.0,         
2020-11-18,213.64999389648438,215.1699981689453,210.92999267578125,211.0800018310547,202.5396728515625,28372800,-0.015760537055853563,212.85749893188478,211.13899993896484,192.8604502105713,0.37101407708865947,47.145216104053354,0.7608237663106081,0.8815664089610405,5988930675.952148,1,0,0.0,         
2020-11-19,211.3800048828125,213.02999877929688,209.92999267578125,212.4199981689453,203.825439453125,24792700,0.006348286556123517,212.7339988708496,211.28,193.00440017700194,0.37182894193007665,48.69470917448267,0.5446397690083984,0.8141810809705121,5266465288.60321,0,0,0.0,         
2020-11-20,212.1999969482422,213.2899932861328,210.0,210.38999938964844,201.87759399414062,22843100,-0.009556533268032297,212.44199905395507,211.40720001220703,193.13690017700196,0.3723630668094371,46.472044413700736,0.207120896773489,0.6927690441311075,4805959795.057678,1,0,0.0,         
2020-11-23,210.9499969482422,212.2899932861328,208.16000366210938,210.11000061035156,201.60891723632812,25683500,-0.0013308559347362525,212.44349899291993,211.50119995117188,193.2439501953125,0.358129613054057,46.15908041618376,-0.08201340314673189,0.5378125546755397,5396360200.675964,0,0,0.0,         
